,index,agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,parameter_code
21138,7149,USGS,10146400,"CURRANT CREEK NEAR MONA, UT",39.80245444,-111.86299090,F,NAD83,00060
21139,7150,USGS,10147100,SUMMIT CREEK ABV SUMMIT CR CANAL NR SANTAQUIN UT,39.94447220,-111.77488890,5,NAD83,00060
21140,7151,USGS,10149000,"SIXTH WATER CRK AB SYAR TUN NR SPRINGVILLE, UT",40.11801206,-111.31462150,S,NAD83,00060
21141,7152,USGS,10149400,"DIAMOND FORK ABV RED HOLLOW NR THISTLE, UT",40.07634537,-111.38323700,5,NAD83,00060
21142,7153,USGS,10150500,"SPANISH FORK AT CASTILLA, UT",40.04967810,-111.54797050,F,NAD83,00060
21143,7154,USGS,10153100,"HOBBLE CREEK AT 1650 WEST AT SPRINGVILLE, UTAH",40.17887190,-111.63933800,5,NAD83,00060
21144,7155,USGS,10154200,"PROVO RIVER NEAR WOODLAND, UT",40.55772780,-111.16878380,F,NAD83,00060
21145,7156,USGS,10155000,"PROVO RIVER NEAR HAILSTONE, UT",40.60166667,-111.33583330,S,NAD83,00060
21146,7157,USGS,10155200,"PROVO RIV AT RIV ROAD BRIDGE NR HEBER CITY, UT",40.55439805,-111.43324260,S,NAD83,00060
21147,7158,USGS,10155500,"PROVO RIVER NEAR CHARLESTON, UT",40.48412210,-111.46351980,S,NAD83,00060
21148,7159,USGS,10156000,"SNAKE CREEK NEAR CHARLESTON, UT",40.48523320,-111.46713120,S,NAD83,00060
21149,7160,USGS,10157500,"DANIELS CREEK AT CHARLESTON, UT",40.46078909,-111.47268700,S,NAD83,00060
21150,7161,USGS,10163000,"PROVO RIVER AT PROVO, UT",40.23925556,-111.71119440,1,NAD83,00060
21151,7162,USGS,10164500,"AMERICAN FK AB UPPER POWERPLANT NR AMERICAN FK, UT",40.44772970,-111.68214720,F,NAD83,00060
21152,7163,USGS,10165600,"DRY CREEK AT 300 N, AT ALPINE, UT",40.45717220,-111.76837220,1,NAD83,00060
21153,7164,USGS,10166430,"WEST CANYON CREEK NEAR CEDAR FORT, UT",40.40522565,-112.10049590,S,NAD83,00060
21154,7165,USGS,10168000,LITTLE COTTONWOOD CREEK @ JORDAN RIVER NR SLC,40.66430556,-111.89886100,S,NAD83,00060
21155,7166,USGS,10170500,"SURPLUS CANAL @ SALT LAKE CITY, UT",40.72755556,-111.92736100,5,NAD83,00060
21156,7167,USGS,10171000,"JORDAN RIVER @ 1700 SOUTH @ SALT LAKE CITY, UT",40.73355737,-111.92327030,F,NAD83,00060
21157,7168,USGS,10172200,"RED BUTTE CREEK AT FORT DOUGLAS, NEAR SLC, UT",40.77994627,-111.80604500,S,NAD83,00060
21158,7169,USGS,10172630,GOGGIN DRAIN NEAR MAGNA UTAH,40.81661107,-112.10077670,F,NAD83,00060
21159,7170,USGS,10172700,"VERNON CREEK NEAR VERNON, UT",39.97939105,-112.38022970,S,NAD83,00060
21160,7171,USGS,10172727,"FAUST CREEK NEAR VERNON, UT",40.16050085,-112.43106390,S,NAD83,00060
21161,7172,USGS,10172800,"SOUTH WILLOW CREEK NEAR GRANTSVILLE, UT",40.49633109,-112.57440280,F,NAD83,00060
21162,7173,USGS,10172870,"TROUT CREEK NEAR CALLAO, UT",39.74410784,-113.88999450,S,NAD83,00060
21163,7174,USGS,10172952,"DUNN CREEK NEAR PARK VALLEY, UT",41.85853036,-113.32721920,F,NAD83,00060
21164,7175,USGS,10173450,"MAMMOTH CREEK ABV WEST HATCH DITCH, NEAR HATCH, UT",37.62275720,-112.51687730,S,NAD83,00060
21165,7176,USGS,10174500,"SEVIER RIVER AT HATCH, UT",37.65109086,-112.43020690,F,NAD83,00060
21166,7177,USGS,10183500,"SEVIER RIVER NEAR KINGSTON, UT",38.20609038,-112.20770240,F,NAD83,00060
21167,7178,USGS,10189000,"EAST FORK SEVIER RIVER NEAR KINGSTON, UT",38.19636955,-112.14770050,S,NAD83,00060
21168,7179,USGS,10194200,"CLEAR CREEK ABOVE DIVERSIONS, NEAR SEVIER, UT",38.57941690,-112.28853990,F,NAD83,00060
21169,7180,USGS,10205030,"SALINA CREEK NEAR EMERY, UT",38.91191410,-111.53046540,F,NAD83,00060
21170,7181,USGS,10215900,"MANTI CREEK BLW DUGWAY CREEK, NR MANTI, UT",39.25912877,-111.57991600,S,NAD83,00060
21171,7182,USGS,10217000,"SEVIER RIV BLW SAN PITCH RIV NR GUNNISON, UT",39.15523870,-111.87770500,F,NAD83,00060
21172,7183,USGS,10219000,"SEVIER RIVER NEAR JUAB, UT",39.37468029,-112.03965570,F,NAD83,00060
21173,7184,USGS,10224000,"SEVIER RIVER NEAR LYNNDYL, UT",39.48189754,-112.39383380,F,NAD83,00060
21174,7185,USGS,10234500,"BEAVER RIVER NEAR BEAVER, UT",38.27980000,-112.56828600,1,NAD83,00060
21175,7186,USGS,10242000,"COAL CREEK NEAR CEDAR CITY, UT",37.67219924,-113.03467020,5,NAD83,00060
21176,7187,USGS,10243260,"LEHMAN CK NR BAKER, NV",39.01161290,-114.21443920,S,NAD83,00060
21177,7188,USGS,10243700,"CLEVE CK NR ELY, NV",39.21657778,-114.52963890,S,NAD83,00060
21178,7189,USGS,10244950,"STEPTOE CK NR ELY, NV",39.20153889,-114.68916100,S,NAD83,00060
21179,7190,USGS,10245100,"GEYSER CK AT SPGS ORIFICE NR MINERVA, NV",38.68000000,-114.66666670,S,NAD83,00060
21180,7191,USGS,10245960,"COILS CK ABV HORSE CK NR EUREKA, NV",39.76977778,-116.46444440,1,NAD83,00060
21181,7192,USGS,10245970,"ROBERTS CK NR EUREKA, NV",39.78977778,-116.30094440,1,NAD83,00060
21182,7193,USGS,10249280,"KINGSTON CK BLW COUGAR CYN NR AUSTIN, NV",39.21242910,-117.11342160,U,NAD83,00060
21183,7194,USGS,10249300,"S TWIN RV NR ROUND MOUNTAIN, NV",38.88743020,-117.24536730,U,NAD83,00060
21184,7195,USGS,10251290,"BOREHOLE SPG CHANNEL NR TECOPA HOT SPGS, CA",35.88569444,-116.23425000,1,NAD83,00060
21185,7196,USGS,10251300,"AMARGOSA RV AT TECOPA, CA",35.84944444,-116.23083330,D,NAD83,00060
21186,7197,USGS,10251330,"AMARGOSA RV ABV CHINA RANCH WASH NR TECOPA, CA",35.79052778,-116.20763890,1,NAD83,00060
21187,7198,USGS,10251335,"WILLOW CK AT CHINA RANCH, CA",35.80094444,-116.19441670,1,NAD83,00060
21188,7199,USGS,10254050,SALT C NR MECCA,33.44697395,-115.84332890,F,NAD83,00060
21189,7200,USGS,10254730,ALAMO R NR NILAND CA,33.19892768,-115.59693430,F,NAD83,00060
21190,7201,USGS,10254970,NEW R AT INTERNATIONAL BOUNDARY AT CALEXICO CA,32.66589250,-115.50305010,F,NAD83,00060
21191,7202,USGS,10255550,NEW R NR WESTMORLAND CA,33.10476565,-115.66443820,F,NAD83,00060
21192,7203,USGS,10256500,SNOW C NR WHITE WATER CA,33.87057220,-116.68112700,F,NAD83,00060
21193,7204,USGS,10257500,FALLS C NR WHITE WATER CA,33.86946114,-116.67168240,S,NAD83,00060
21194,7205,USGS,10257548,WHITEWATER R A WINDY POINT MAIN CHANNEL CA,33.89890450,-116.62112560,S,NAD83,00060
21195,7206,USGS,10257549,WHITEWATER R A WINDY POINT OVERFLOW CHANNEL CA,33.89890450,-116.62112560,S,NAD83,00060
21196,7207,USGS,10257600,MISSION C NR DESERT HOT SPRINGS CA,33.99617220,-116.59600830,5,NAD83,00060
21197,7208,USGS,10257720,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.84385000,-116.60580830,5,NAD83,00060
21198,7209,USGS,10258000,TAHQUITZ C NR PALM SPRINGS CA,33.80501929,-116.55918160,F,NAD83,00060
21199,7210,USGS,10258500,PALM CYN C NR PALM SPRINGS CA,33.74502178,-116.53557090,F,NAD83,00060
21200,7211,USGS,10258700,MURRAY CYN C NR PALM SPRINGS CA,33.75277778,-116.54444440,S,NAD83,00060
21201,7212,USGS,10259000,ANDREAS C NR PALM SPRINGS CA,33.76002110,-116.55001550,F,NAD83,00060
21202,7213,USGS,10259050,PALM CYN WASH NR CATHEDRAL CITY CA,33.79724196,-116.48195800,F,NAD83,00060
21203,7214,USGS,10259100,WHITEWATER R A RANCHO MIRAGE CA,33.74946600,-116.42279030,F,NAD83,00060
21204,7215,USGS,10259200,DEEP C NR PALM DESERT CA,33.63113647,-116.39223420,F,NAD83,00060
21205,7216,USGS,10259300,WHITEWATER R A INDIO CA,33.73724340,-116.23611800,F,NAD83,00060
21206,7217,USGS,10259540,WHITEWATER R NR MECCA,33.52474915,-116.07750230,F,NAD83,00060
21207,7218,USGS,10260500,DEEP C NR HESPERIA CA,34.34305858,-117.22643160,F,NAD83,00060
21208,7219,USGS,10260855,GRASS VALLEY LK TUNNEL OUTLET A LAKE ARROWHEAD CA,34.26000000,-117.20444440,5,NAD83,00060
21209,7220,USGS,10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.25782130,S,NAD83,00060
21210,7221,USGS,10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.32060180,F,NAD83,00060
21211,7222,USGS,10262000,MOJAVE R NR HODGE CA,34.83551667,-117.19167780,5,NAD83,00060
21212,7223,USGS,10262500,MOJAVE R A BARSTOW CA,34.90692668,-117.02281800,F,NAD83,00060
21213,7224,USGS,10262700,MOJAVE R A DAGGETT CA,34.86966110,-116.88765830,5,NAD83,00060
21214,7225,USGS,10263000,MOJAVE R A AFTON CA,35.03720565,-116.38418870,F,NAD83,00060
21215,7226,USGS,10263500,BIG ROCK C NR VALYERMO CA,34.42083115,-117.83950720,F,NAD83,00060
21216,7227,USGS,10265100,DEADMAN C A BIG SPRINGS NR CRESTVIEW CA,37.75027778,-118.93944440,S,NAD83,00060
21217,7228,USGS,10289000,"VIRGINIA CK NR BRIDGEPORT, CA",38.19186474,-119.21015330,S,NAD83,00060
21218,7229,USGS,10289500,"GREEN CK NR BRIDGEPORT, CA",38.17380969,-119.23376560,S,NAD83,00060
21219,7230,USGS,10290500,"ROBINSON CK AT TWIN LKS OUTLET NR BRIDGEPORT, CA",38.17214225,-119.32460320,U,NAD83,00060
21220,7231,USGS,10291500,"BUCKEYE CK NR BRIDGEPORT, CA",38.23880787,-119.32599230,1,NAD83,00060
21221,7232,USGS,10293000,"E WALKER RV NR BRIDGEPORT, CA",38.32769580,-119.21487590,F,NAD83,00060
21222,7233,USGS,10293500,"E WALKER RV ABV STROSNIDER DITCH NR MASON, NV",38.81371389,-119.04799170,S,NAD83,00060
21223,7234,USGS,10296000,"W WALKER RV BLW L WALKER RV NR COLEVILLE, CA",38.37963660,-119.45016490,S,NAD83,00060
21224,7235,USGS,10296500,"W WALKER RV NR COLEVILLE, CA",38.51324495,-119.44988720,S,NAD83,00060
21225,7236,USGS,10297010,"TOPAZ CANAL BLW TOPAZ LAKE NR TOPAZ, CA",38.69555556,-119.50805560,S,NAD83,00060
21226,7237,USGS,10297500,"W WALKER RV AT HOYE BRG NR WELLINGTON, NV",38.72806389,-119.42786100,S,NAD83,00060
21227,7238,USGS,10300000,"W WALKER RV NR HUDSON, NV",38.80963660,-119.22737700,U,NAD83,00060
21228,7239,USGS,10300600,"WALKER RV AT SNYDER LN NR MASON, NV",38.92125000,-119.19158330,S,NAD83,00060
21229,7240,USGS,10301115,"WALKER RVR BLW YERINGTON WEIR NR YERINGTON, NV",39.02041667,-119.15605560,S,NAD83,00060
21230,7241,USGS,10301120,"WALKER RV AT MILLER LN NR YERINGTON, NV",39.04827778,-119.13305560,S,NAD83,00060
21231,7242,USGS,10301500,"WALKER RV NR WABUSKA, NV",39.15246110,-119.09888890,S,NAD83,00060
21232,7243,USGS,10301600,"WALKER RV ABV WEBER RES NR SCHURZ, NV",39.10325330,-118.92931700,U,NAD83,00060
21233,7244,USGS,10301720,"WALKER RV AT PT SITE BLW WEBER RES NR SCHURZ, NV",39.03380910,-118.86236960,S,NAD83,00060
21234,7245,USGS,10301742,"CANAL NO 2 ABV LITTLE DAM NR SCHURZ, NV",39.01408690,-118.86098030,S,NAD83,00060
21235,7246,USGS,10301745,"WALKER RV ABV LITTLE DAM NR SCHURZ, NV",39.01353135,-118.86098030,S,NAD83,00060
21236,7247,USGS,10301755,"CANAL NO 1 BLW LITTLE DAM NR SCHURZ, NV",39.01242024,-118.86125800,S,NAD83,00060
21237,7248,USGS,10302002,"WALKER RV AT LATERAL 2-A SIPHON NR SCHURZ, NV",38.94019785,-118.80375570,S,NAD83,00060
21238,7249,USGS,10302025,"WALKER RV NR MOUTH AT WALKER LAKE, NV",38.79103038,-118.72708500,S,NAD83,00060
21239,7250,USGS,10308200,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,38.71462740,-119.76489850,S,NAD83,00060
21240,7251,USGS,10308783,LEVIATHAN C AB MINE NR MARKLEEVILLE CA,38.70129520,-119.65656140,S,NAD83,00060
21241,7252,USGS,103087835,UNNAMED TRIB 1 TO LEVIATHAN C AT LEVIATHAN MINE CA,38.70333330,-119.65916670,U,NAD83,00060
21242,7253,USGS,10308784,LEVIATHAN MINE ADIT DRAIN NR MARKLEEVILLE CA,38.70407294,-119.65878370,S,NAD83,00060
21243,7254,USGS,10308785,LEVIATHAN MINE PIT FLOW NR MARKLEEVILLE CA,38.70407294,-119.65878370,S,NAD83,00060
21244,7255,USGS,103087855,LEVIATHAN MINE PIT JUNCTION BOX NR MARKLEEVILLE CA,38.70583330,-119.65666670,U,NAD83,00060
21245,7256,USGS,103087889,4L C NR MARKLEEVILLE CA,38.71083330,-119.66305560,S,NAD83,00060
21246,7257,USGS,10308789,LEVIATHAN C AB ASPEN C NR MARKLEEVILLE CA,38.71685050,-119.66017260,S,NAD83,00060
21247,7258,USGS,10308792,LEVIATHAN C AB MOUNTAINEER C NR MARKLEEVILLE CA,38.73573925,-119.64544970,S,NAD83,00060
21248,7259,USGS,10308794,BRYANT C BL MOUNTAINEER C NR MARKLEEVILLE CA,38.73573925,-119.64544970,S,NAD83,00060
21249,7260,USGS,10309000,"E FK CARSON RV NR GARDNERVILLE, NV",38.84519444,-119.70608330,T,NAD83,00060
21250,7261,USGS,10309010,"E FK CARSON RV NR DRESSLERVILLE, NV",38.88013889,-119.69180560,1,NAD83,00060
21251,7262,USGS,10309050,"PINE NUT CK NR GARDNERVILLE, NV",38.85894444,-119.56858330,S,NAD83,00060
21252,7263,USGS,10310000,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.83378900,S,NAD83,00060
21253,7264,USGS,10310500,"CLEAR CK NR CARSON CITY, NV",39.11324216,-119.79823650,T,NAD83,00060
21254,7265,USGS,10311000,"CARSON RV NR CARSON CITY, NV",39.10768747,-119.71323340,S,NAD83,00060
21255,7266,USGS,10311100,"KINGS CYN CK NR CARSON CITY, NV",39.15379796,-119.80795990,S,NAD83,00060
21256,7267,USGS,10311200,"ASH CYN CK NR CARSON CITY, NV",39.17629816,-119.80573800,S,NAD83,00060
21257,7268,USGS,10311300,"EAGLE VALLEY CK AT CARSON CITY, NV",39.16527500,-119.72222500,S,NAD83,00060
21258,7269,USGS,10311400,"CARSON RV AT DEER RUN RD NR CARSON CITY, NV",39.18137778,-119.69486940,S,NAD83,00060
21259,7270,USGS,10311700,"CARSON RV AT DAYTON, NV",39.23779444,-119.58785830,S,NAD83,00060
21260,7271,USGS,10311750,"CARSON R ABV SIXMILE CYN CK BLW DAYTON, NV",39.28091667,-119.52513890,S,NAD83,00060
21261,7272,USGS,10312000,"CARSON RV NR FORT CHURCHILL, NV",39.29166667,-119.31111100,S,NAD83,00060
21262,7273,USGS,10312150,"CARSON RV BLW LAHONTAN RESERVOIR NR FALLON, NV",39.46393610,-119.04625830,S,NAD83,00060
21263,7274,USGS,10312275,"CARSON RV AT TARZYN RD NR FALLON, NV",39.55880594,-118.72598420,U,NAD83,00060
21264,7275,USGS,10313900,"HANKS CK AT MARYS RV RANCH RD NR DEETH, NV",41.47786110,-115.28663890,1,NAD83,00060
21265,7276,USGS,10315500,"MARYS RV ABV HOT SPGS CK NR DEETH, NV",41.25269610,-115.25644680,U,NAD83,00060
21266,7277,USGS,10316500,"LAMOILLE CK NR LAMOILLE, NV",40.69076057,-115.47700300,S,NAD83,00060
21267,7278,USGS,10317480,"BEAVER CK ABV CONF N FK HUMBOLDT RV NR HALLECK, NV",41.32972220,-115.57194440,S,NAD83,00060
21268,7279,USGS,10317500,"N FK HUMBOLDT RV AT DEVILS GATE NR HALLECK, NV",41.17875278,-115.49257500,S,NAD83,00060
21269,7280,USGS,10318500,"HUMBOLDT RV NR ELKO, NV",40.93655556,-115.62416670,1,NAD83,00060
21270,7281,USGS,10319900,"S FK HUMBOLDT RV ABV TENMILE CK NR ELKO, NV",40.62749720,-115.73052220,S,NAD83,00060
21271,7282,USGS,10320000,"S FK HUMBOLDT RV ABV DIXIE CK NR ELKO, NV",40.68492360,-115.81340020,U,NAD83,00060
21272,7283,USGS,10321000,"HUMBOLDT RV NR CARLIN, NV",40.72769715,-116.00924200,U,NAD83,00060
21273,7284,USGS,10321590,"SUSIE CK AT CARLIN, NV",40.72602928,-116.07785470,S,NAD83,00060
21274,7285,USGS,10321940,"MAGGIE CK ABV MAGGIE CK CYN NR CARLIN, NV",40.82491420,-116.22341550,S,NAD83,00060
21275,7286,USGS,10321950,"MAGGIE CK AT MAGGIE CR CYN NR CARLIN, NV",40.80324824,-116.20008130,F,NAD83,00060
21276,7287,USGS,10322000,"MAGGIE CK AT CARLIN, NV",40.71624444,-116.09357500,S,NAD83,00060
21277,7288,USGS,10322150,"MARYS CK AT CARLIN, NV",40.71047300,-116.12591120,F,NAD83,00060
21278,7289,USGS,10322500,"HUMBOLDT RV AT PALISADE, NV",40.60741747,-116.20174440,S,NAD83,00060
21279,7290,USGS,10322505,"HORSE CK AT HORSE CYN NR GARDEN GATE PASS, NV",40.11555556,-116.50344440,1,NAD83,00060
21280,7291,USGS,103225055,"WILLOW CK AT ALLISON RANCH NR GARDEN GATE PASS, NV",40.17100000,-116.48669440,1,NAD83,00060
21281,7292,USGS,10322510,"TONKIN SPG OUTFLOW ABV DENAY CK NR EUREKA, NV",39.90480556,-116.41252780,1,NAD83,00060
21282,7293,USGS,10322535,"HENDERSON CK BLW VINNINI CK NR EUREKA, NV",39.86900000,-116.16694440,1,NAD83,00060
21283,7294,USGS,10322555,"PETE HANSON CK ABV HENDERSON CK NR EUREKA, NV",39.89030556,-116.37827780,1,NAD83,00060
21284,7295,USGS,10322800,"PINE CK AT MODARELLI MINE RD NR HAY RANCH, NV",40.38125000,-116.12513890,S,NAD83,00060
21285,7296,USGS,10323425,"HUMBOLDT RV AT OLD US 40 BRG AT DUNPHY, NV",40.70546750,-116.53092160,S,NAD83,00060
21286,7297,USGS,10324500,"ROCK CK NR BATTLE MOUNTAIN, NV",40.83040556,-116.58834170,S,NAD83,00060
21287,7298,USGS,10324700,"BOULDER CK NR DUNPHY, NV",40.95491015,-116.44009030,S,NAD83,00060
21288,7299,USGS,10325000,"HUMBOLDT RV AT BATTLE MOUNTAIN, NV",40.66768850,-116.93121180,S,NAD83,00060
21289,7300,USGS,10327500,"HUMBOLDT RV AT COMUS, NV",40.99212549,-117.31761680,S,NAD83,00060
21290,7301,USGS,10329000,"L HUMBOLDT RV NR PARADISE VALLEY, NV",41.41582220,-117.37351100,S,NAD83,00060
21291,7302,USGS,10329500,"MARTIN CK NR PARADISE VALLEY, NV",41.53461750,-117.41790470,S,NAD83,00060
21292,7303,USGS,10333000,"HUMBOLDT RV NR IMLAY, NV",40.69240480,-118.20431200,S,NAD83,00060
21293,7304,USGS,10335000,"HUMBOLDT RV NR RYE PATCH, NV",40.46740630,-118.30764690,S,NAD83,00060
21294,7305,USGS,103366092,"UPPER TRUCKEE RV AT HWY 50 ABV MEYERS, CA",38.84851850,-120.02712750,S,NAD83,00060
21295,7306,USGS,10336610,"UPPER TRUCKEE RV AT SOUTH LAKE TAHOE, CA",38.92240780,-119.99157060,S,NAD83,00060
21296,7307,USGS,10336645,GENERAL C NR MEEKS BAY CA,39.05185197,-120.11852090,F,NAD83,00060
21297,7308,USGS,10336660,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.16213520,F,NAD83,00060
21298,7309,USGS,10336676,WARD C AT HWY 89 NR TAHOE PINES CA,39.13212920,-120.15769130,F,NAD83,00060
21299,7310,USGS,10336698,"THIRD CK NR CRYSTAL BAY, NV",39.24046325,-119.94657740,S,NAD83,00060
21300,7311,USGS,10336700,"INCLINE CK NR CRYSTAL BAY, NV",39.24018550,-119.94491060,S,NAD83,00060
21301,7312,USGS,10336715,"MARLETTE CK NR CARSON CITY, NV",39.17213045,-119.90796300,U,NAD83,00060
21302,7313,USGS,10336730,"GLENBROOK CK AT GLENBROOK, NV",39.08740806,-119.93990570,S,NAD83,00060
21303,7314,USGS,10336780,"TROUT CK NR TAHOE VALLEY, CA",38.91990770,-119.97240360,S,NAD83,00060
21304,7315,USGS,10337500,TRUCKEE R A TAHOE CITY CA,39.16629577,-120.14435860,F,NAD83,00060
21305,7316,USGS,10338000,TRUCKEE R NR TRUCKEE CA,39.29629520,-120.20547520,F,NAD83,00060
21306,7317,USGS,10338500,DONNER C A DONNER LK NR TRUCKEE CA,39.32351720,-120.23436540,F,NAD83,00060
21307,7318,USGS,10338700,DONNER C AT HWY 89 NR TRUCKEE CA,39.32101739,-120.20797590,S,NAD83,00060
21308,7319,USGS,10339410,TRUCKEE R BL MARTIS C NR TRUCKEE CA,39.35305556,-120.11944440,S,NAD83,00060
21309,7320,USGS,10340500,PROSSER C BL PROSSER C DAM NR TRUCKEE CA,39.37324026,-120.13158700,F,NAD83,00060
21310,7321,USGS,10343000,INDEPENDENCE C NR TRUCKEE CA,39.45657170,-120.28714770,F,NAD83,00060
21311,7322,USGS,10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.23797930,F,NAD83,00060
21312,7323,USGS,10344400,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,39.43574106,-120.08436600,F,NAD83,00060
21313,7324,USGS,10344500,LITTLE TRUCKEE R BL BOCA DAM NR TRUCKEE CA,39.38685177,-120.09547570,F,NAD83,00060
21314,7325,USGS,10344505,TRUCKEE R A BOCA BRIDGE NR TRUCKEE CA,39.38518517,-120.08769770,S,NAD83,00060
21315,7326,USGS,10346000,TRUCKEE R A FARAD CA,39.42796385,-120.03408730,S,NAD83,00060
21316,7327,USGS,10347310,"DOG CK AT VERDI, NV",39.52435370,-119.99547820,S,NAD83,00060
21317,7328,USGS,10347460,"TRUCKEE RV NR MOGUL, NV",39.50713218,-119.93186400,S,NAD83,00060
21318,7329,USGS,10347600,"HUNTER CK NR RENO, NV",39.49511110,-119.89450000,S,NAD83,00060
21319,7330,USGS,10348000,"TRUCKEE RV AT RENO, NV",39.53018865,-119.79546840,S,NAD83,00060
21320,7331,USGS,10348036,"TRUCKEE RV AT GLENDALE AVE NR SPARKS, NV",39.52583330,-119.77663890,1,NAD83,00060
21321,7332,USGS,10348200,"TRUCKEE RV NR SPARKS, NV",39.51761667,-119.74164440,S,NAD83,00060
21322,7333,USGS,10348245,"N TRUCKEE DRAIN AT SPANISH SPRINGS RD NR SPARK, NV",39.56879988,-119.72657660,S,NAD83,00060
21323,7334,USGS,10348295,"N TRUCKEE DRAIN NR BIG FISH DR NR SPARKS, NV",39.53158330,-119.71497220,S,NAD83,00060
21324,7335,USGS,10348460,"FRANKTOWN CK NR CARSON CITY, NV",39.20227778,-119.87108330,1,NAD83,00060
21325,7336,USGS,10348505,"FRANKTOWN CK AT OLD US 395 NR FRANKTOWN, NV",39.27406389,-119.84135280,1,NAD83,00060
21326,7337,USGS,10348520,"OPHIR CK NR STEAMBOAT, NV",39.29082778,-119.83091670,S,NAD83,00060
21327,7338,USGS,10348550,"DAVIS CK AT DAVIS CK CMPGRD RD NR WASHOE CITY, NV",39.30342220,-119.82816670,S,NAD83,00060
21328,7339,USGS,10348570,"WINTERS CK BLW US ALT 395 NR WASHOE CITY, NV",39.31238889,-119.82320830,S,NAD83,00060
21329,7340,USGS,10348801,STEAMBOAT CK AT WASHOE LK DAM AT NEW WASHOE CITY,39.32983330,-119.80191670,S,NAD83,00060
21330,7341,USGS,10348850,"GALENA CK AT GALENA CK STATE PARK, NV",39.35435414,-119.85852250,U,NAD83,00060
21331,7342,USGS,10349300,"STEAMBOAT CK AT STEAMBOAT, NV",39.37713330,-119.74365830,S,NAD83,00060
21332,7343,USGS,10349770,"WHITES CK AT OLD VIRGINIA RD NR RENO, NV",39.42413889,-119.75477780,S,NAD83,00060
21333,7344,USGS,10349849,"STEAMBOAT CK AT SHORT LN AT RENO, NV",39.46574490,-119.72851990,S,NAD83,00060
21334,7345,USGS,10349980,"STEAMBOAT CK AT CLEANWATER WAY NR RENO, NV",39.51296720,-119.71240900,S,NAD83,00060
21335,7346,USGS,10350000,"TRUCKEE RV AT VISTA, NV",39.52046720,-119.70101980,U,NAD83,00060
21336,7347,USGS,10350340,"TRUCKEE RV NR TRACY, NV",39.55657878,-119.55323620,S,NAD83,00060
21337,7348,USGS,10351300,"TRUCKEE CANAL NR WADSWORTH, NV",39.61269020,-119.29711460,S,NAD83,00060
21338,7349,USGS,10351400,"TRUCKEE CANAL NR HAZEN, NV",39.50380350,-119.04516140,S,NAD83,00060
21339,7350,USGS,10351600,"TRUCKEE RV BLW DERBY DAM NR WADSWORTH, NV",39.58463448,-119.44128720,U,NAD83,00060
21340,7351,USGS,10351650,"TRUCKEE RV AT WADSWORTH, NV",39.63213447,-119.28322540,S,NAD83,00060
21341,7352,USGS,10351700,"TRUCKEE RV NR NIXON, NV",39.77737220,-119.33752220,S,NAD83,00060
21342,7353,USGS,10352500,"MCDERMITT CK NR MCDERMITT, NV",41.96655720,-117.83181200,U,NAD83,00060
21343,7354,USGS,103530001,QUINN RV BLW CONFL E FK S FK QUINN NR MC DERMITT,41.97400000,-117.59569440,1,NAD83,00060
21344,7355,USGS,10396000,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,42.79083330,-118.86750000,S,NAD83,00060
21345,7356,USGS,11012500,CAMPO C NR CAMPO CA,32.59117200,-116.52557200,F,NAD83,00060
21346,7357,USGS,11014000,JAMUL C NR JAMUL CA,32.63755660,-116.88418930,F,NAD83,00060
21347,7358,USGS,11015000,SWEETWATER R NR DESCANSO CA,32.83477370,-116.62307470,F,NAD83,00060
21348,7359,USGS,11016200,SWEETWATER R A DEHESA CA,32.77416667,-116.85027780,U,NAD83,00060
21349,7360,USGS,11022200,LOS COCHES C NR LAKESIDE CA,32.83616156,-116.90030350,F,NAD83,00060
21350,7361,USGS,11022480,SAN DIEGO R A MAST RD NR SANTEE CA,32.84032675,-117.02586270,F,NAD83,00060
21351,7362,USGS,11023000,SAN DIEGO R A FASHION VALLEY AT SAN DIEGO CA,32.76504998,-117.16864490,F,NAD83,00060
21352,7363,USGS,11023340,LOS PENASQUITOS C NR POWAY CA,32.94310130,-117.12169990,F,NAD83,00060
21353,7364,USGS,11025500,SANTA YSABEL C NR RAMONA CA,33.10698660,-116.86613700,F,NAD83,00060
21354,7365,USGS,11027000,GUEJITO C NR SAN PASQUAL CA,33.11587430,-116.95308410,F,NAD83,00060
21355,7366,USGS,11028500,SANTA MARIA C NR RAMONA CA,33.05226550,-116.94558440,F,NAD83,00060
21356,7367,USGS,11042000,SAN LUIS REY R A OCEANSIDE CA,33.21809119,-117.36031620,F,NAD83,00060
21357,7368,USGS,11042400,TEMECULA C NR AGUANGA CA,33.45919759,-116.92363570,F,NAD83,00060
